"Kelp.Taxon","X","Authors..Year.","ID","Site","Lat","Long","Management_.OA_MPA_MEARB_Other.","Temporal_Scale","Mean.kelp","Mean.no.Kelp","Mean...one.error.bar.Kelp","Mean...one.error.bar.no.Kelp","Error.Kelp","Error.no.Kelp","Error.Type","Variable","N..Kelp.","N..no.kelp.","Unit.Dimensions","Area..m2.","Notes.on.Type.of.study","Comments","Clearing.Size..m.2.","Time.Until.Resampling..days.","Mean.Depth..m.","Inferred.Mechanism.of.Clearing..experiment_storm_heat.wave_barren_kelp.addition.","Type.of.Study..Experimental_ObservatioNAl.","Observational.Study.Type..Spatial..Temporal.","Single.Species...yes.no.","Total.Abundance...yes.no.","Species.Richness...yes.no.","Biomass...yes.no.","Clearing.Response..algae_barren_kelp.","Survey.Type..quadrat..transect..video..photo..Net.Trap.","Short.Variable.Description","Latititude.in.Decimal.Degrees","Longitude.in.Decimal.Degrees","Juvenile..Adult..Both","sample.unit.area..m.2.","Total.Area.Sampled.per.Treatment..m.2..n.replicate.area.","Mean.kelp.t0","Mean.no.Kelp.t0","Mean...one.error.bar.Kelp.t0","Mean...one.error.bar.no.Kelp.t0","Error.Kelp.t0","Error.no.Kelp.t0","Error.Type.t0","Date.of.t0..dd.mm.yyyy.","Fish.Species","Order","Family","Trophic.level","Trophic.group","Total.Lenght..cm.","Biomass..gr.","Habitat.Association..Benthic.Pelagic.Demersal.","sd_kelp","sd_nokelp","rawLR","LR","VLR","Hedges.G","VHedges.G","Patch","Height..m.","Single.or.Multi.Stipe","Erect.or.Prostrate","Epibiont.Load.Potential","Comment","len","ECOREGION","PROVINCE","REALM"
"Macrocystis pyrifera",1387,"Villegas et al. (2019)","","Chipana Bay, Northern Chile",-21.333,-71.083,NA,"2007",0.523,0.048,0.726,0.096,0.203,0.048,"SE","Cheilodactylus variegatus Density (Nº ind./9m2)",21,21,"3*3","9","Fish abundance, composition and spatial distribution were recorded weekly between 15 February 2007 and 11 April 2007","Fig. 2 Mean abundance of all six fish species (N fish/9 m2 ) recorded in experimental (forested) and control (barren) plots. The values correspond to mean ± SD (n = 15);",NA,7,15,"kelp addition","Experimental","Spatial","no","yes","yes","no","no","Quadrat","Fish density (Nº ind./9m^2)",-21.333,-71.083,"Both",9,54,"na","na","na","na","na","na","na","na","Cheilodactylus variegatus","Centrarchiformes","Cheilodactylidae","3,35","Invertivore","44","na","Demersal",0.930262866076036,0.21996363335788,0.373798488014174,0.373798488014174,0.019863886675657,0.689458484497274,0.100897059545777,"Single","30","Multi","Erect","High",NA,7,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera",1390,"Villegas et al. (2019)","","Chipana Bay, Northern Chile",-21.333,-71.083,NA,"2007",0.048,0.048,0.096,0.096,0.048,0.048,"SE","Helcogrammoides chilensis Density (Nº ind./9m2)",21,21,"3*3","9","Fish abundance, composition and spatial distribution were recorded weekly between 15 February 2007 and 11 April 2007","Fig. 2 Mean abundance of all six fish species (N fish/9 m2 ) recorded in experimental (forested) and control (barren) plots. The values correspond to mean ± SD (n = 15);",NA,7,15,"kelp addition","Experimental","Spatial","no","yes","yes","no","no","Quadrat","Fish density (Nº ind./9m^2)",-21.333,-71.083,"Both",9,54,"na","na","na","na","na","na","na","na","Helcogrammoides chilensis","Blenniiformes","Tripterygiidae","3,3","Invertivore","11,3","na","Benthic",0.21996363335788,0.21996363335788,0,0,0.00419555969931822,0,0.0952380952380952,"Single","30","Multi","Erect","High",NA,7,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera",1389,"Villegas et al. (2019)","","Chipana Bay, Northern Chile",-21.333,-71.083,NA,"2007",0.286,0,0.457,0,0.171,0,"SE","Isacia conceptionis Density (Nº ind./9m2)",21,21,"3*3","9","Fish abundance, composition and spatial distribution were recorded weekly between 15 February 2007 and 11 April 2007","Fig. 2 Mean abundance of all six fish species (N fish/9 m2 ) recorded in experimental (forested) and control (barren) plots. The values correspond to mean ± SD (n = 15);",NA,7,15,"kelp addition","Experimental","Spatial","no","yes","yes","no","no","Quadrat","Fish density (Nº ind./9m^2)",-21.333,-71.083,"Both",9,54,"na","na","na","na","na","na","na","na","Isacia conceptionis","Eupercaria","Haemulidae","2,91","Omnivore","60","na","Demersal",0.783620443837449,0,0.251536625815428,0.251536625815428,0.0176811408420386,0.506400291356831,0.0982909673224557,"Single","30","Multi","Erect","High",NA,7,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera",884,"Demartini and Roberts (1990)","7","San Onofre California",33.383,-117.597,"OA",NA,2.527535442,1.732824427,NA,NA,0.064572125,0.113689092,"SE","density",7,28,"transect","225","Comparative study between areas of different kelp density","Mean Kelp and no kelp Fish densities estimated for areas where kelp density >1 and <1 resectively.",NA,NA,NA,NA,"Observational","Temporal","no","yes","no","no","no","transect","Fish Assemblages density ",33.383,-117.597,"Both",225,6300,NA,NA,NA,NA,NA,NA,NA,"11-01-85",NA,NA,NA,NA,NA,NA,NA,NA,0.170841784376977,0.601586128425486,0.255263789013097,0.255263789013097,0.00206574861099561,1.41434369288297,0.207148115451398,"Single","30","Multi","Erect","High",NA,4,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1382,"O'Connor and Anderson 2010","","Santa Catalina Island, South California",33.45,-118.483,"MPA","2005",85.77065385,77.69453846,87.69353846,80.38657692,1.92,2.69,"SE","Adult fish species abundance mean density (Nº ind./100m3)",4,4,"20*2*2","40","Fish density spatual comparison between 2 sites: 1) 0% kelp cover and 2) 100% kelp cover","Fig 2. Comparison of mean adult fish density between clearing patches treatments",400,365,13,"experiment","Experimental","Spatial","no","yes","no","yes","kelp","Transect","Fish density (Nº ind./100m^2)",33.45,-118.483,"Adult",40,320,"243,76","31","292,24","62","48,48","31","SE","01-07-05","na","na","na","na","na","na","na","Demersal",3.84,5.38,0.0976947191506889,0.0976947191506897,0.00165808136108799,1.50092730872399,0.640798924129589,"Single","30","Multi","Erect","High",NA,88,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis pyrifera",1388,"Villegas et al. (2019)","","Chipana Bay, Northern Chile",-21.333,-71.083,NA,"2007",0.048,0,0.096,0,0.048,0,"SE","Halichoeres dispilus Density (Nº ind./9m2)",21,21,"3*3","9","Fish abundance, composition and spatial distribution were recorded weekly between 15 February 2007 and 11 April 2007","Fig. 2 Mean abundance of all six fish species (N fish/9 m2 ) recorded in experimental (forested) and control (barren) plots. The values correspond to mean ± SD (n = 15);",NA,7,15,"kelp addition","Experimental","Spatial","no","yes","yes","no","no","Quadrat","Fish density (Nº ind./9m^2)",-21.333,-71.083,"Both",9,54,"na","na","na","na","na","na","na","na","Halichoeres dispilus","Eupercaria","Labridae","3,9","Carnivore","25","na","Benthic",0.21996363335788,0,0.0468835858988505,0.0468835858988505,0.00209777984965911,0.302777796580483,0.0963294570726444,"Single","30","Multi","Erect","High",NA,7,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera",1385,"Villegas et al. (2019)","","Chipana Bay, Northern Chile",-21.333,-71.083,NA,"2007",1.905,0.571,2.18,0.734,0.275,0.163,"SE","Scartichthys spp. Density (Nº ind./9m2)",3,3,"3*3","9","Fish abundance, composition and spatial distribution were recorded weekly between 15 February 2007 and 11 April 2007","Fig. 2 Mean abundance of all six fish species (N fish/9 m2 ) recorded in experimental (forested) and control (barren) plots. The values correspond to mean ± SD (n = 15);",NA,7,15,"kelp addition","Experimental","Spatial","no","yes","yes","no","no","Quadrat","Fish density (Nº ind./9m^2)",-21.333,-71.083,"Both",9,54,"na","na","na","na","na","na","na","na","Scartichthys spp.","Blenniiformes"," Blenniidae","2,56","Omnivore","22","na","Benthic",0.476313972081441,0.282324281633727,0.614721031030391,0.614721031030391,0.0197265615270832,2.71855148579528,1.28254351507664,"Single","30","Multi","Erect","High",NA,7,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera",1391,"Villegas et al. (2019)","","Chipana Bay, Northern Chile",-21.333,-71.083,NA,"2007",3.714,0.586,4.3,0.785,0.586,0.199,"SE","Total fish density (Nº ind./9m2)",21,21,"3*3","9","Fish abundance, composition and spatial distribution were recorded weekly between 15 February 2007 and 11 April 2007","Fig. 2 Mean abundance of all six fish species (N fish/9 m2 ) recorded in experimental (forested) and control (barren) plots. The values correspond to mean ± SD (n = 15);",NA,7,15,"kelp addition","Experimental","Spatial","no","yes","yes","no","no","Quadrat","Fish density (Nº ind./9m^2)",-21.333,-71.083,"Both",9,54,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",2.68538935724412,0.911932563296212,1.08932168130128,1.08932168130128,0.0311965619556059,1.53035815604468,0.123119001021101,"Single","30","Multi","Erect","High",NA,7,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera, Carpophyllum maschalocarpum , Cystophora spp",569,"Perez-Matus and Shima (2010)","28","Kau Bay, Wellington harbour ",-41.33333333,174.8,"OA","2 Month",5.19,9.18,NA,NA,4.5,3.44,"2SE","Mean Fish Assemblage",4,4,"","4","9 treatments, 8 have kelp versus 1 kelp were removed ","",5,7,6,"kelp addition","Experimental","Spatial","no","yes","no","no","kelp","transect","Fish assemblage density",-41.33333333,174.8,"Both",4,16,"1,8","0",NA,NA,"0,64","0","SE","12-04-06",NA,NA,NA,NA,NA,NA,NA,NA,4.5,3.44,-0.497489924425872,-0.497489924425872,0.160671672735023,-0.865325526923278,0.546799266721566,"Mixed","16.5","Multi","Erect","High",NA,120,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Macrocystis pyrifera, Carpophyllum maschalocarpum , Cystophora spp",568,"Perez-Matus and Shima (2010)","28","Taputeranga MR, Wellington ",-41.33333333,174.8,"MR","2 Month",9.8,4.16,NA,NA,13.4,1.15,"2SE","Mean Fish Assemblage",4,4,"","4","9 treatments, 8 have kelp versus 1 kelp were removed ","",5,7,6,"kelp addition","Experimental","Spatial","no","yes","no","no","kelp","transect","Fish assemblage density",-41.33333333,174.8,"Both",4,16,"11,75","10,75",NA,NA,"6","6,83","SE","12-04-06",NA,NA,NA,NA,NA,NA,NA,NA,13.4,1.15,0.738609554636703,0.738609554636703,0.397276956976707,0.515144413505625,0.516585860422878,"Mixed","16.5","Multi","Erect","High",NA,120,"Central New Zealand","Southern New Zealand","Temperate Australasia"
"Macrocystis pyrifera, Lessonia trabeculata",580,"Perez-Matus et al. (2012)","29","Caleta Angosta (Northern Chilean coast)",-28.25,-70.5,"MR","SeasoNAlly or every 3 months for 1 year from August 2004 to September 2007",5.193181818,0.227272727,NA,NA,0.528409091,0.113636364,"SE","Mean abundance of Fish Assemblage",8,8,"","200","Determine which observed kelp stand microhabitats found off Chile sustain greater richness abundance and diversity of fishes","From OrigiNAl data set",NA,NA,9,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Mean abundance of Fish Assemblage",-28.25,-70.5,"Adult",200,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49456660594688,0.321412174295132,1.61865456773189,1.61865456773189,0.0158530785263927,4.34255335499519,0.839305301280624,"Mixed","15.75","Multi","Erect","High",NA,8,"Central Chile","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera, Lessonia trabeculata",581,"Perez-Matus et al. (2012)","29","Caleta Angosta (Northern Chilean coast)",-28.25,-70.5,"MR","SeasoNAlly or every 3 months for 1 year from August 2004 to September 2008",9.793706294,0.227272727,NA,NA,2.533216783,0.113636364,"SE","Mean abundance of Fish Assemblage",8,8,"","200","Determine which observed kelp stand microhabitats found off Chile sustain greater richness abundance and diversity of fishes","From OrigiNAl data set",NA,NA,9,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Mean abundance of Fish Assemblage",-28.25,-70.5,"Adult",200,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16501906189948,0.321412174295132,2.17416880128573,2.17416880128573,0.0636546044092064,1.78309796556963,0.349357448588079,"Mixed","15.75","Multi","Erect","High",NA,8,"Central Chile","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera, Lessonia trabeculata",579,"Perez-Matus et al. (2012)","29","Caleta Constitucion (Northern Chilean coast)",-23.25,-70.5,"MR","SeasoNAlly or every 3 months for 1 year from August 2004 to September 2006",2.932142857,1.292857143,NA,NA,0.466071429,0.646428571,"SE","Mean abundance of Fish Assemblage",8,8,"","200","Determine which observed kelp stand microhabitats found off Chile sustain greater richness abundance and diversity of fishes","From OrigiNAl data set",NA,NA,8,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Mean abundance of Fish Assemblage",-23.25,-70.5,"Adult",200,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31824907185282,1.82837610442732,0.539385832934083,0.539385832934083,0.0935343818756137,0.972232636389981,0.279538634351932,"Mixed","15.75","Multi","Erect","High",NA,8,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera, Lessonia trabeculata",582,"Perez-Matus et al. (2012)","29","Caleta Angosta (Northern Chilean coast)",-28.25,-70.5,"MR","SeasoNAlly or every 3 months for 1 year from August 2004 to September 2008",15.07142857,0.333333333,NA,NA,3.535714286,0.166666667,"SE","Mean abundance of Fish Assemblage",8,8,"","200","Determine which observed kelp stand microhabitats found off Chile sustain greater richness abundance and diversity of fishes","From OrigiNAl data set",NA,NA,9,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Mean abundance of Fish Assemblage",-28.25,-70.5,"Adult",200,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.000510191875,0.471404521733841,2.48936100029849,2.48936100029849,0.0640250000867392,1.96795994661747,0.371027073484082,"Mixed","15.75","Multi","Erect","High",NA,8,"Central Chile","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera, Lessonia trabeculata",577,"Perez-Matus et al. (2012)","29","Caleta Constitucion (Northern Chilean coast)",-23.25,-70.5,"MR","SeasoNAlly or every 3 months for 1 year from August 2004 to September 2006",5.423958333,2.03125,NA,NA,1.142708333,1.03125,"SE","Mean abundance of Fish Assemblage",8,8,"","200","Determine which observed kelp stand microhabitats found off Chile sustain greater richness abundance and diversity of fishes","From OrigiNAl data set",NA,NA,8,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Mean abundance of Fish Assemblage",-23.25,-70.5,"Adult",200,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2320672447307,2.91681547239451,0.751059414774065,0.751059414774065,0.147382353023265,1.04177586095496,0.283915529514639,"Mixed","15.75","Multi","Erect","High",NA,8,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera, Lessonia trabeculata",578,"Perez-Matus et al. (2012)","29","Caleta Constitucion (Northern Chilean coast)",-23.25,-70.5,"MR","SeasoNAlly or every 3 months for 1 year from August 2004 to September 2006",4.75,0.615384615,NA,NA,0.903846154,0.307692308,"SE","Mean abundance of Fish Assemblage",8,8,"","200","Determine which observed kelp stand microhabitats found off Chile sustain greater richness abundance and diversity of fishes","From OrigiNAl data set",NA,NA,8,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Mean abundance of Fish Assemblage",-23.25,-70.5,"Adult",200,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55646297857112,0.870285270022959,1.26962677478547,1.26962677478547,0.0609900751102206,2.04674634147211,0.380911580822796,"Mixed","15.75","Multi","Erect","High",NA,8,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera, Lessonia trabeculata",572,"Perez-Matus et al. (2012)","29","Caleta Rio Seco (Northern Chilean coast)",-21,-70.5,"MR","SeasoNAlly or every 3 months for 1 year from August 2004 to September 2005",4.381313131,1.464646465,NA,NA,0.468434343,0.176767677,"SE","Mean abundance of Fish Assemblage",8,8,"","200","Determine which observed kelp stand microhabitats found off Chile sustain greater richness abundance and diversity of fishes","From OrigiNAl data set",NA,NA,9,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Mean abundance of Fish Assemblage",-21,-70.5,"Adult",200,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32493240190386,0.499974492405173,0.780884045483893,0.780884045483893,0.0127213589909013,2.75336068102249,0.48690609499377,"Mixed","15.75","Multi","Erect","High",NA,8,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera, Lessonia trabeculata",576,"Perez-Matus et al. (2012)","29","Caleta Constitucion (Northern Chilean coast)",-23.25,-70.5,"MR","SeasoNAlly or every 3 months for 1 year from August 2004 to September 2006",6.087698413,1.05,NA,NA,1.226587302,0.05,"SE","Mean abundance of Fish Assemblage",8,8,"","200","Determine which observed kelp stand microhabitats found off Chile sustain greater richness abundance and diversity of fishes","From OrigiNAl data set",NA,NA,8,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Mean abundance of Fish Assemblage",-23.25,-70.5,"Adult",200,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46931279584605,0.14142135623731,1.24052087029125,1.24052087029125,0.0305441697424772,1.9395777729222,0.367561310537932,"Mixed","15.75","Multi","Erect","High",NA,8,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera, Lessonia trabeculata",882,"Angel and Ojeda (2001)","6","Caleta Errazuriz/Carrizal Bajo",-25.734,-70.583,"MEABR","Quarterly for 1 year (July 1996-Nov 1997)",1.99,1.6072,NA,NA,NA,NA,NA,"total relative abundance in terms of CPUE of total assemblages",12,12,"three 3x40 m gillnets","","Relative abundance in terms of CPUE of all species captured in the subtidal zones domiNAted by kelp (Lessonia trabeculata and Macrocystis pyrifera) at Caleta Errazuriz and no kelp atRCarrizal Bajo","Entire fish assemblages",NA,NA,10,"barren","Observational","Spatial","no","yes","no","no","no","Net","Total Abundance ",-25.734,-70.583,"Adult",120,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13699653886138,0.136996538861381,NA,NA,NA,"Mixed","15.75","Multi","Erect","High",NA,29,"Central Chile","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera, Lessonia trabeculata",603,"Perez-Matus et al. (2012)","29","Lagunillas (Northern Chilean coast)",-30.083,-70.5,"OA","SeasoNAlly or every 3 months for 1 year from August 2004 to September 2010",7,5.5,NA,NA,0.5,0.25,"SE","Mean Species Richness",8,8,"","200","Determine which observed kelp stand microhabitats found off Chile sustain greater richness abundance and diversity of fishes","From OrigiNAl data set",NA,NA,12,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Mean abundance of Fish Assemblage",-30.083,-70.5,"Both",200,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4142135623731,0.707106781186548,0.207639364778244,0.207639364778245,0.0053855399408284,1.26823657261587,0.300263250128764,"Mixed","15.75","Multi","Erect","High",NA,8,"Central Chile","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera, Lessonia trabeculata",574,"Perez-Matus et al. (2012)","29","Caleta Rio Seco (Northern Chilean coast)",-21,-70.5,"MR","SeasoNAlly or every 3 months for 1 year from August 2004 to September 2005",7.75,0,NA,NA,7.712352585,0,"SE","Mean abundance of Fish Assemblage",8,8,"","200","Determine which observed kelp stand microhabitats found off Chile sustain greater richness abundance and diversity of fishes","From OrigiNAl data set",NA,NA,9,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Mean abundance of Fish Assemblage",-21,-70.5,"Adult",200,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8138272470204,0,2.16905370036952,2.16905370036952,0.776886627204652,0.474951049072647,0.257049328094225,"Mixed","15.75","Multi","Erect","High",NA,8,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera, Lessonia trabeculata",575,"Perez-Matus et al. (2012)","29","Caleta Rio Seco (Northern Chilean coast)",-21,-70.5,"MR","SeasoNAlly or every 3 months for 1 year from August 2004 to September 2005",5.386363636,2.045454545,NA,NA,1.670454545,0.522727273,"SE","Mean abundance of Fish Assemblage",8,8,"","200","Determine which observed kelp stand microhabitats found off Chile sustain greater richness abundance and diversity of fishes","From OrigiNAl data set",NA,NA,9,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Mean abundance of Fish Assemblage",-21,-70.5,"Adult",200,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72475894573356,1.47849599779781,0.740514869475148,0.740514869475149,0.0978775911619123,0.902148943151129,0.275433522363397,"Mixed","15.75","Multi","Erect","High",NA,8,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis pyrifera, Lessonia trabeculata",573,"Perez-Matus et al. (2012)","29","Caleta Rio Seco (Northern Chilean coast)",-21,-70.5,"MR","SeasoNAlly or every 3 months for 1 year from August 2004 to September 2005",9.773076923,0,NA,NA,0.213461538,0,"SE","Mean abundance of Fish Assemblage",8,8,"","200","Determine which observed kelp stand microhabitats found off Chile sustain greater richness abundance and diversity of fishes","From OrigiNAl data set",NA,NA,9,NA,"Observational","Spatial","no","yes","no","no","no","Transect","Mean abundance of Fish Assemblage",-21,-70.5,"Adult",200,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60376040416924,0,2.37705014423744,2.37705014423744,0.000392608544166851,21.6394245526411,14.8832717177952,"Mixed","15.75","Multi","Erect","High",NA,8,"Humboldtian","Warm Temperate Southeastern Pacific","Temperate South America"
"Macrocystis, Pterygophora, Laminaria farlowii, Eisenia arborea, Egregia menziesii, Cystoseira osmundacea",822,"Holbrook et al. (1990)","18","Southern California Bight",33.688,-118.401,"OA",NA,0.4,0.7,NA,NA,NA,NA,NA,"Mean Planktivore Frequency",15,11,"Frequency","16 - 30 m transects at each reef (variable widths by each taxa group)","Reefs with Macrocystis pyrifera present vs open barren reefs","these data are frequency of occurrance, not a density",NA,NA,24,NA,"Observational","Spatial","no","yes","no","no","no","transect, video","fish density and frequency of occurrance acroos kelp beds and barrens",33.688,-118.401,"Both",90,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.194156014440957,-0.194156014440958,NA,NA,NA,"Mixed","6.416666667","Multi","Erect","High",NA,22,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis, Pterygophora, Laminaria farlowii, Eisenia arborea, Egregia menziesii, Cystoseira osmundacea",820,"Holbrook et al. (1990)","18","Southern California Bight",33.688,-118.401,"OA",NA,0.43,0.43,NA,NA,NA,NA,NA,"Mean Micro-invertebrate consumer Frequency",15,11,"Frequency","16 - 30 m transects at each reef (variable widths by each taxa group)","Reefs with Macrocystis pyrifera present vs open barren reefs","these data are frequency of occurrance, not a density",NA,NA,24,NA,"Observational","Spatial","no","yes","no","no","no","transect, video","fish density and frequency of occurrance acroos kelp beds and barrens",33.688,-118.401,"Both",90,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"Mixed","6.416666667","Multi","Erect","High",NA,22,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis, Pterygophora, Laminaria farlowii, Eisenia arborea, Egregia menziesii, Cystoseira osmundacea",821,"Holbrook et al. (1990)","18","Southern California Bight",33.688,-118.401,"OA",NA,0.42,0.48,NA,NA,NA,NA,NA,"Mean Herbivore Frequency",15,11,"Frequency","16 - 30 m transects at each reef (variable widths by each taxa group)","Reefs with Macrocystis pyrifera present vs open barren reefs","these data are frequency of occurrance, not a density",NA,NA,24,NA,"Observational","Spatial","no","yes","no","no","no","transect, video","fish density and frequency of occurrance acroos kelp beds and barrens",33.688,-118.401,"Both",90,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0413852161628543,-0.0413852161628544,NA,NA,NA,"Mixed","6.416666667","Multi","Erect","High",NA,22,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis, Pterygophora, Laminaria farlowii, Eisenia arborea, Egregia menziesii, Cystoseira osmundacea",818,"Holbrook et al. (1990)","18","Southern California Bight",33.688,-118.401,"OA",NA,0.53,0.45,NA,NA,NA,NA,NA,"Mean Piscivore Frequency",15,11,"Frequency","16 - 30 m transects at each reef (variable widths by each taxa group)","Reefs with Macrocystis pyrifera present vs open barren reefs","no temporal replication. these data are frequency of occurrance, not a density",NA,NA,24,NA,"Observational","Spatial","no","yes","no","no","no","transect, video","fish density and frequency of occurrance acroos kelp beds and barrens",33.688,-118.401,"Both",90,1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0537041789718611,0.0537041789718612,NA,NA,NA,"Mixed","6.416666667","Multi","Erect","High",NA,22,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Macrocystis, Pterygophora, Laminaria farlowii, Eisenia arborea, Egregia menziesii, Cystoseira osmundacea",819,"Holbrook et al. (1990)","18","Southern California Bight",33.688,-118.401,"OA",NA,0.25,0.48,NA,NA,NA,NA,NA,"Mean Macro-invertebrate consumer Frequency",15,11,"Frequency","16 - 30 m transects at each reef (variable widths by each taxa group)","Reefs with Macrocystis pyrifera present vs open barren reefs","no temporal replication. these data are frequency of occurrance, not a density",NA,NA,24,NA,"Observational","Spatial","no","yes","no","no","no","transect, video","fish density and frequency of occurrance acroos kelp beds and barrens",33.688,-118.401,"Both",90,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.168898536461814,-0.168898536461814,NA,NA,NA,"Mixed","6.416666667","Multi","Erect","High",NA,22,"Southern California Bight","Warm Temperate Northeast Pacific","Temperate Northern Pacific"
"Nereocystis luetkeana",22,"Siddon et al. (2008)","2","Inside passage of southeastern Alaska 6",58.381,-134.646,"OA","July 2003-March2004",0.2915,0.085,0.42,0.165,0.5485,0.245,"2SE","Fish abundance",6,6,"by Smurf","/Smurf","Nereocystis luetkeana vs No Canopy","Fig. 3A combined depth",1500,30,7,"experiment","Experimental","Temporal","no","yes","no","no","kelp","SMURF/light trap","Fish assemblage juvenile",58.381,-134.646,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.671772561958286,0.300062493490939,0.174224346561335,0.174224346561335,0.0578396526764422,0.366261828114048,0.338922821947227,"Single","35","Multi","Erect","Low",NA,6,"North American Pacific Fijordland","Cold Temperate Northeast Pacific","Temperate Northern Pacific"
